condition_id,question,description,end_date
0xe3cce9907c9cf32d35a376fbb581d97beba2e2cea485bce1840e23d0af42f9c6,Will Peter Turkson be the next pope?,"This market will resolve to the name of the next person announced as the bishop of Rome after Pope Francis.

If no new pope is announced by December 31, 2025, 11:59 PM ET, this market will resolve to ""No new Pope in 2025"".

The primary resolution source will be official information from the Vatican, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0x2e1bd18c2e34f82daf04485029d16017f79914fc273d8a8a6bab02a2fdbeeb29,Will Trump end Department of Education in 2025?,"This market will resolve to ""Yes"" if the US Department of Education ceases operations entirely, including the termination of all federal educational programs managed by the department, by December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If the US Department of Education is merged with another agency, resulting in a consolidated department with a shared administrative structure which is no longer titled the Department of Education it will count as a ""Yes"" resolution.

If it becomes impossible for Trump to sign legislation/perform executive actions (e.g. he resigns), this market will resolve to ""No"".

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0xb17db034c7b4704f6ca462269995e3e65211d7fce7c270a3fbea6f0a6398790d,Will Kanye have no token before April,"This market will resolve according to the ticker of the first token Kanye West is confirmed to have launched between February 22, and March 31, 2025, 11:59 PM ET.

Only tokens which are confirmed to have been launched by Kanye West, either through posts from official social media channels, or otherwise confirmed by public statements will qualify. 

The token must be actively transferrable and/or tradable, announcements alone will not qualify. 

If Kanye does not launch a token by March 31, 2025, 11:59 PM ET this market will resolve to “No token before April”. 
",
0xb51f2db5996c86c3fdbac6d67d0fdead997d959ce0d86bad5203d16ee746da17,Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?,"The 2025 election for half of the seats in Argentina's Chamber of Deputies is scheduled to be held on October 26, 2025.

This market will resolve to the political party that wins the greatest number of the seats that are contested in this election.

If voting in the next Argentine election for the Chamber of Deputies does not occur by January 31, 2026, this market will resolve to ""Other"".

In the case of a tie between this party and any other for the most seats won, this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by the named party or coalition. 

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by Argentina's government (e.g. via https://www.electoral.gob.ar/nuevo/index.php).",2025-10-26T00:00:00Z
0x69eecc28e594a1c524ea95f095d6e86eb1bfd8a67277eda3010413e9edf68e03,China x India military clash by June 30?,"This market will resolve to ""Yes"" if there is a military encounter between the military forces of China (People's Republic of China) and India between January 29, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A ""military encounter"" is defined as any incident involving the use of force such as missile strikes, artillery fire, exchange of gunfire, or other forms of direct military engagement between Chinese and Indian military forces. Hand-to-hand combat with the use of melee weapons between military personnel, will qualify. For example the 2020 Galwan Valley clash and the 2022 Yangtse clash would both count.

Non-violent actions, such as warning shots, artillery fire into uninhabited areas, or missile launches that land in territorial waters or pass through airspace, will not qualify for a ""Yes"" resolution. Intentional ship ramming that results in significant damage to (e.g., a hole in the hull) or the sinking of a military ship by another will count toward a ""Yes"" resolution, however minor damage (scrapes, dents) will not.

Note: the China Coast Guard (CCG) is part of the military, however the Indian Coast Guard (ICG) is not.

The resolution source for this market will be a consensus of credible reporting.",2025-12-31T00:00:00Z
0x4bb6de97e799c4202ab568e696667519bc9877316367da60c852ab6b29e826b1,Will Matteo Zuppi be the next pope?,"This market will resolve to the name of the next person announced as the bishop of Rome after Pope Francis.

If no new pope is announced by December 31, 2025, 11:59 PM ET, this market will resolve to ""No new Pope in 2025"".

The primary resolution source will be official information from the Vatican, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0xe36af7728445b62f1e06a904041d5f1455f9c290b07b91fc903696d08db762be,Will Robert Sarah be the next pope?,"This market will resolve to the name of the next person announced as the bishop of Rome after Pope Francis.

If no new pope is announced by December 31, 2025, 11:59 PM ET, this market will resolve to ""No new Pope in 2025"".

The primary resolution source will be official information from the Vatican, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0x1e6597f4cb7216d962f60555fc1c37b06bc5fed9ecda9f920e2ed70034169684,Will Raymond Burke be the next pope?,"This market will resolve to the name of the next person announced as the bishop of Rome after Pope Francis.

If no new pope is announced by December 31, 2025, 11:59 PM ET, this market will resolve to ""No new Pope in 2025"".

The primary resolution source will be official information from the Vatican, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0xbf94e0a29a7c5f810c79be85579bcb7f684d8dc12f660185a970c564fe2b1f36,Will Péter Erdő be the next pope?,"This market will resolve to the name of the next person announced as the bishop of Rome after Pope Francis.

If no new pope is announced by December 31, 2025, 11:59 PM ET, this market will resolve to ""No new Pope in 2025"".

The primary resolution source will be official information from the Vatican, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0xa9b8eac5201bef4cd57293f875fdc5f975705adf0c3804ad7195047eac7c9114,Will Kanye name his token YZY?,"This market will resolve according to the ticker of the first token Kanye West is confirmed to have launched between February 22, and March 31, 2025, 11:59 PM ET.

Only tokens which are confirmed to have been launched by Kanye West, either through posts from official social media channels, or otherwise confirmed by public statements will qualify. 

The token must be actively transferrable and/or tradable, announcements alone will not qualify. 

If Kanye does not launch a token by March 31, 2025, 11:59 PM ET this market will resolve to “No token before April”. 
",2025-03-31T00:00:00Z
0x872c8e9a4e4808a2ab714c267bd8a93f63cb739c853d7e4de2b42009e73f9b3f,Fed decreases interest rates by 25 bps after June 2025 meeting?,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's June 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for June 17 - 18, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their June meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",2025-06-18T00:00:00Z
0xe26bf05dd86c73fe3658387fb47a5f376fe353955e04a7411f1a93c0ae640c0f,Will Russia capture Yunakivka before April?,"This market will resolve to “Yes” if, according to the ISW map, Russia captures the intersection between Novoselivka vultysia (H-07) and Sumska vultysia in Yunakivka by March 31, 2025 at 11:59 PM ET.

The intersection station will be considered captured if any part of the intersection is shaded red on the ISW map (https://storymaps.arcgis.com/stories/36a7f6a6f5a9448496de641cf64bd375) by the resolution date. If the area is not shaded red by March 31, 2025, 11:59 PM ET, the market will resolve to “No”.

If Russia comes into control of this territory as a result of a negotiated settlement, this will qualify for a 'Yes' resolution, regardless of if it is shaded red in the ISW map. An announcement of a negotiated settlement which gives Russia de jure control will not qualify. Actual control must be established.

Once Russia captures the intersection, any subsequent loss of control will not be considered towards the resolution of this market.

Intersection Location: https://polymarket-upload.s3.us-east-2.amazonaws.com/Yunakivka+intersection.jpeg

Yunakivka Location: https://polymarket-upload.s3.us-east-2.amazonaws.com/Yunakivka+location.jpeg

Location on Google maps: https://maps.app.goo.gl/7cGvg2QQWSs1PcwH7

The primary resolution source for this market will be the ISW Ukraine map. If the ISW map is rendered unavailable, information from DeepStateMap (https://deepstatemap.live/) may be used. If information from both the ISW and DeepStateMap are rendered permanently unavailable, a consensus of credible reporting may be used.

Note: Any temporary glitches or errors in the map which will not be considered.
",2025-03-31T00:00:00Z
0x83db8ba7bbbae39dfb017f61c634f199579acb813e2dd6d81068ffefb59c1bae,U.S. anti-cartel ground operation in Mexico before May?,"This market will resolve to ""Yes"" if U.S. government personnel (military, DEA, CIA, or any other agency) directly participates on the ground in an anti-cartel operation on Mexican soil by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”

U.S. personnel must directly participate to qualify. U.S. personnel involved in intelligence, surveillance, logistical, support, or advisory roles will not count. 

Only direct U.S. participation which is either confirmed by the U.S. Government or an overwhelming consensus of reporting will count. For example, previous operations such as the 2014 capture of Joaquín ""El Chapo"" Guzmán, in which U.S. forces were rumored to have been embedded with Mexican Marines, would not qualify. 

The primary resolution source for this market will be official statements from the U.S. government, however an overwhelming consensus of reporting may also be used.",2025-04-30T00:00:00Z
0x3736362096d38db9fb35db605fb2536215c08c5965f192bae9aaffc44b8ba739,Stacey Abrams charged in 2025?,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of former Georgia State Representative Stacey Abrams by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State.

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.",2025-06-30T00:00:00Z
0xd1f77a3400817730aca6f1c9508b98f2a5e591e8945b5419b617b9586a17461f,Will Kanye name his token Jew?,"This market will resolve according to the ticker of the first token Kanye West is confirmed to have launched between February 22, and March 31, 2025, 11:59 PM ET.

Only tokens which are confirmed to have been launched by Kanye West, either through posts from official social media channels, or otherwise confirmed by public statements will qualify. 

The token must be actively transferrable and/or tradable, announcements alone will not qualify. 

If Kanye does not launch a token by March 31, 2025, 11:59 PM ET this market will resolve to “No token before April”. 
",
0x932924f75e23db65a6e6564a1a06ad8dac5a43db3d01fd0d0aea6f53f5a7242d,Will Marco Rubio be out as Secretary of State in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T00:00:00Z
0x4c702e2a0de9064da0d1df9cd11d3f1fa3a5dbe3032ae9ae11e64db101c079db,Will Trump meet with Pope Francis in 2025?,"This market will resolve to ""Yes"" if the listed individual meets with Donald Trump between February 18, and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A meeting is defined as any encounter where both listed individual and Trump are present and interact with each other in person.

The resolution source will be a consensus of credible reporting.",2025-12-31T00:00:00Z
0x416f9784c6e3a7693dda5cd2ae49b056c55f413fea22578563f5870bd060e243,Will Trump meet with Mohammed bin Salman in 2025?,"This market will resolve to ""Yes"" if the listed individual meets with Donald Trump between February 18, and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A meeting is defined as any encounter where both listed individual and Trump are present and interact with each other in person.

The resolution source will be a consensus of credible reporting.",2025-12-31T00:00:00Z
0x69c2da9742638186de095a52f9a6aa9e04ecd622f8d5351160a6ab56bbfa08ba,Will the US sanction Ukraine before April?,"This market will resolve to ""Yes"" if the United States officially imposes new sanctions of any form against Ukraine between February 20 and March 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Sanctions could include measures like tariffs, trade restrictions, financial penalties, diplomatic expulsions, travel bans, restrictions on specific individuals, or any other actions that are commonly recognized as sanctions.

Sanctions against Ukrainian citizens or entities which do not directly target the Ukrainian state or members of the Ukrainian government will not qualify.

The passage of an official act/executive order authorizing sanctions on Ukraine within this market's timeframe will count toward a ""Yes"" resolution, regardless of if/when the sanctions  come into effect.

The primary resolution source will be official information from the government of the United States, however a consensus of credible reporting may be used.",2025-03-31T00:00:00Z
0x96514d61ad6b2482918b65111ecb5295681471c29ac4c795dc3b38ad538c68bb,Will Eric Adams finish his term as NYC mayor?,"This market will resolve to ""Yes"" if Eric Adams finishes his term as Mayor of New York City without any interruptions. Otherwise, this market will resolve to ""No"".

This market will not resolve ""Yes"" until the office is successfully transferred from Adams to another person at the completion of his term, or until Adams is sworn into the office again at that time.

The primary resolution source for this market is official information from the government of New York, however a consensus of credible reporting will also be used.
",2025-12-31T00:00:00Z
0x31ffd9aab0ebb5be9ec63c29f42bbe1d6c7a43c246612ce3e42febc8658e242a,Will Luis Antonio Tagle be the next pope?,"This market will resolve to the name of the next person announced as the bishop of Rome after Pope Francis.

If no new pope is announced by December 31, 2025, 11:59 PM ET, this market will resolve to ""No new Pope in 2025"".

The primary resolution source will be official information from the Vatican, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0x7bda1d79a007255c5b9b827c3430e2fc05ab2e323c6fe3cd6a3c7fd46629de7a,Will Nancy Pelosi retire before July?,"This market will resolve to ""Yes"" if Nancy Pelosi resigns from her seat as United States Representative for California's 11th Congressional District by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any announcement from Pelosi that she is resigning before her term is up will qualify for a ""Yes"" resolution regardless of when the announced resignation goes into effect. However, announcements from Pelosi that she will retire once her term ends, or that she won’t run again, or her removal through other means will not count. 

The resolution source for this market will be official announcements from Pelosi or one of her official representatives.",2025-06-30T00:00:00Z
0xf38279911bbe04447c444ffc59d55a9afbd8b9c7eb9837be02381d45710c8085,Will Ukraine agree to give up Russian territory in Kursk?,"This market will resolve to ""Yes"" if a deal in which Ukraine agrees to cede territory under its control in Russia’s Kursk Oblast is reached between the Russian Federation and Ukraine by December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

The deal must be a publicly announced mutual agreement or otherwise confirmed by an overwhelming consensus of credible reporting.  

If such an agreement is officially reached before the resolution date, this market will resolve to ""Yes"", regardless of if/when the agreement goes into effect.

Only territory ceded as part of a diplomatic process or agreement will qualify. If Russia regains territory in the Kursk Oblast through military action, or if Ukraine unilaterally cedes Russian territory absent of a diplomatic process or agreement, this will not qualify for a “Yes” resolution. 

The primary resolution source for this market will be an official announcement by Ukraine and/or the Russian Federation, however, an overwhelming consensus of credible reporting confirming an agreement has been reached will also qualify.",2025-12-31T00:00:00Z
0x2701c648717b409cd6c8565085401892111f9f7775cc62799a4a98c3238b3102,Israel withdraws from Lebanon before July?,"This market will resolve to ""Yes"" if Israel announces it has withdrawn all ground forces from Lebanon between February 17, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For this market to resolve to ""Yes"" it is sufficient that Israel announces its ground forces have withdrawn from all Lebanon territory, regardless of if some Lebanese territory remains under their control or ground incursions by Israeli forces continue. However, an announcement of a planned or future withdrawal will not suffice.

The Shebaa Farms area is considered Israeli territory for the purposes of this market and will not be considered toward its resolution.

The primary resolution source for this market will be information from the Israeli government, however an overwhelming consensus of credible reporting confirming that Israel has withdrawn may also be used.",2025-06-30T00:00:00Z
0x2fab8c77a1c6eeceb91935e9e4532a3cf9dddc91e7409e46d7cb91eed195e334,Will DOGE audit Fort Knox before May?,"This market will resolve to ""Yes"" if the Department of Government Efficiency (DOGE) initiates an audit of the Fort Knox gold reserves by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Any physical or in person of investigation into the Fort Knox gold reserves will qualify. 

The primary resolution source for this market will be information from DOGE and the US federal government, however a consensus of credible reporting will also be used.",2025-04-30T00:00:00Z
0x1e861194be6abea5f19d02221ea5b16ae72f25cd2279e3430439780264a3d255,Will Elise Stefanik be out as Ambassador to the United Nations in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T00:00:00Z
0xc45e10742393ebd4bc984a3a3e7c719b4ea5e7d81938cd5a19fd438862e385c8,Will Tulsi Gabbard be out as Director of National Intelligence in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T00:00:00Z
0x5a2261a75bc944cf8dd895086ca0db3bd37088cda026914e70759d72e6456b12,Will RFK remove raw milk ban?,"This market will resolve to “Yes” if the Trump administration takes any action explicitly eliminating or reducing federal restrictions on the sale or distribution of raw (unpasteurized) milk by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No.”

Actions that would qualify for a ""Yes"" resolution include, but are not limited to:
- Repealing or modifying 21 CFR § 1240.61, the FDA’s interstate raw milk sales ban.
- Issuing an executive order or agency directive to stop enforcing the interstate raw milk ban.
- Any federal action that blocks, repeals, or significantly weakens the Pasteurized Milk Ordinance (PMO) as it relates to raw milk.

Any action meeting these criteria will count, regardless of if/when their implementation goes into effect.

The primary resolution source will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-06-30T00:00:00Z
0x630e2a0f1eb0d82d7eae6fba666b88bf9be2deb9f51c4fdfbab4236b8fb7e6b9,Will Trump Media invest in Ethereum before July?,"Trump Media & Technology Group (TMTG) recently announced it would launch Truth.Fi, a financial services platform with plans to buy cryptocurrencies and other, more traditional assets. You can read more about that here: https://www.ft.com/content/ee0edda4-fca6-4c1e-bc66-d21ec7302690

This market will resolve to ""Yes"" if TMTG buys any amount of Ethereum, either directly or through a subsidiary, between February 13, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be announcements through official information from TMTG, however a consensus of credible reporting may also be used.",2025-06-30T00:00:00Z
0xc74d5f642e204d2f71e2317322fa8cf8445981b56457152510dd8bca0b803c0d,Government coalition formed within 100 days of German election?,"German elections are scheduled for February 23, 2025.

This market will resolve to ""Yes"" if a coalition agreement (Koalitionsvertrag) for the next German government after the election is officially signed by June 2, 2025 11:59 PM ET. Otherwise this market will resolve to “No”.

The resolution source for this market will be a consensus of credible reporting.",2025-06-02T00:00:00Z
0x1255ac9a065f22d2248555ac54398165967145cfbfbc1cfdaba903320cc24bba,U.S. anti-cartel operation outside of the U.S. before April?,"This market will resolve to ""Yes"" if U.S. government personnel (military, DEA, CIA, or any other agency) directly participates on the ground in an anti-cartel operation or conducts a kinetic strike directed against a cartel on foreign soil by March 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

U.S. personnel must directly participate to qualify. U.S. personnel involved in intelligence, surveillance, logistical, support, or advisory roles will not count.

Only direct U.S. participation which is either confirmed by the U.S. Government or an overwhelming consensus of reporting will count. For example, previous operations such as the 2014 capture of Joaquín ""El Chapo"" Guzmán, in which U.S. forces were rumored to have been embedded with Mexican Marines, would not qualify.

The primary resolution source for this market will be official statements from the U.S. government, however an overwhelming consensus of reporting may also be used.",2025-03-31T00:00:00Z
0x9d24d9f9b5995949cb158d943793dea20bd448e1b3971cb6f7418bb15e719661,Will Elon and DOGE cut more than $250b in federal spending in 2025?,"This market will resolve based on federal government current expenditures as reported by the St. Louis Federal Reserve Bank, displayed here (https://fred.stlouisfed.org/series/FGEXPND).

This market will resolve to the amount federal government current expenditures decrease by between the Q4 2024 report and the Q4 2025 report. 

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

The difference will be calculated as the Q4 2024 value minus the Q4 2025 value. 

The figures will be based on the initial Q4 2024 and Q4 2025 values as reported by the St. Louis Federal Reserve Bank. Revisions made to these figures will not be considered, only the values reported in the initial reports will be used. 

The figures will be based on the Q4 2024 and Q4 2025 values as reported by the St. Louis Federal Reserve Bank as soon as the data for Q4 2025 becomes available, regardless of whether later revisions are made.

This market's resolution source is the Federal Government: Current Expenditures chart maintained by the St. Louis Federal Reserve Bank, displayed here (https://fred.stlouisfed.org/series/FGEXPND).",2025-12-31T00:00:00Z
0x33862b3c8b8724cf8d05f9b36c6005cba5a8ce71e2e5348a997f1d40797c2576,Will Pete Hegseth be out as Secretary of Defense in Trump's first 100 days?,"This market will resolve to “Yes” if the listed individual ceases to occupy the listed position for any period of time between February 12 and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

An announcement of listed individual resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

Only announcements of resignations before the listed individuals scheduled term in that position is up will qualify.

The resolution source for this market will be official information from the Trump administration however a consensus of credible reporting may also be used. 
",2025-04-29T00:00:00Z
0xbf23c7bd9731e33388b28e5586cf86e4c52c3bb948d1b6e6a3965e4fad189e79,Will Trump meet with MrBeast in his first 100 days?,"This market will resolve to ""Yes"" if the listed individual meets with Donald Trump between February 9, and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A meeting is defined as any encounter where both listed individual and Trump are present and interact with each other in person.

The resolution source will be a consensus of credible reporting.
",2025-04-29T00:00:00Z
0x5957e8f10a9c65d4eed27c0f10070f325a010bf0419e7d5bad9d8e2272654297,Will Trump meet with MrBeast in 2025?,"This market will resolve to ""Yes"" if the listed individual meets with Donald Trump between February 18, and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A meeting is defined as any encounter where both listed individual and Trump are present and interact with each other in person.

The resolution source will be a consensus of credible reporting.",2025-12-31T00:00:00Z
0xa0c072bdc5e71027cec29ba9cf26ddf526ab7511a8c01dd23ee6ddcda2b9065b,Will Trump meet with Lai Ching-te in his first 100 days?,"This market will resolve to ""Yes"" if the listed individual meets with Donald Trump between February 9, and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A meeting is defined as any encounter where both listed individual and Trump are present and interact with each other in person.

The resolution source will be a consensus of credible reporting.
",2025-04-29T00:00:00Z
0x4bd1327edfdbb3c23f8cc81094435aaa421f1f77a9eab6e867ff055905862a3a,Gaza mass population relocation in 2025?,"On February 4, Donald Trump floated a plan for the reconstruction of Gaza including the relocation of Gaza’s population (see: https://www.reuters.com/world/trump-netanyahu-set-pivotal-talks-middle-east-agenda-2025-02-04/)

This market will resolve to “Yes” if at least 500,000 Gazans leave the Gaza strip between February 6, and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

This includes the transfer of Gazans to Israel, the West Bank or other countries, as well as the departure of Gazans from the Gaza Strip through visa or refugee programs.

This market refers to the total number of Gazans who leave, regardless of method.  

Announcements of relocation plans will not count, only actual relocation will qualify.

The resolution source for this market is a consensus of credible reporting.",2025-12-31T00:00:00Z
0xb21de977e70a058b1f0d340af3940db43c81052008f753c426e1c7517d746061,U.S. Federal judge impeached before April?,"This market will resolve to “Yes“ if the US House of Representatives by simple majority vote approves or passes one or more articles of impeachment of any federal judge, between February 9 and March 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Neither trial nor conviction by the US Senate, nor removal from office, is necessary to resolve this market to “Yes“.

The primary resolution source for this market will be information from the federal government of the United States, however a consensus of credible reporting will be used",2025-03-31T00:00:00Z
0x00deba4c08e43577f736cb89b6763dd6a2e54f22b884939924abbbde2d3af9c9,Will Kanye name his token SWASTIKA?,"This market will resolve according to the ticker of the first token Kanye West is confirmed to have launched between February 22, and March 31, 2025, 11:59 PM ET.

Only tokens which are confirmed to have been launched by Kanye West, either through posts from official social media channels, or otherwise confirmed by public statements will qualify. 

The token must be actively transferrable and/or tradable, announcements alone will not qualify. 

If Kanye does not launch a token by March 31, 2025, 11:59 PM ET this market will resolve to “No token before April”. 
",
0xa0ff9815e784f89efe90cd1dac7fe63339180bc4baa0372ec11474a1e84e10a4,Will Trump pass a border/immigration law in first 100 days?,"This market will resolve to ""Yes"" if by April 29, 2025, 11:59 PM ET, a bill is signed into law by Donald Trump that meets any of the following criteria:
- Increases funding for a border wall with Mexico
- Increases immigration services fees
- Taxes remittances
- Increases funding for Immigration law enforcement, U.S. Customs and Border Patrol
- Restricts  undocumented immigrants from using government services

Otherwise, this market will resolve to ""No"".

Note that the listed provisions of a qualifying bill do not need to go into effect before the resolution date - it just needs to be signed into law by then.

This market's primary resolution source will be official information from the Trump administration, however a consensus of credible information will also be used.
",2025-04-29T00:00:00Z
0xac51bd52bc7a1da0ea778e00795761d4f54a2e35032b53c87dcb9d4d300de245,Will inflation reach more than 10% in 2025?,"This market will resolve to “Yes” if the Consumer Price Index (CPI) increased by 10.1 percent or more over the 12 month period ending with any month in 2025 according to the monthly Bureau of Labor Statistics (BLS) reports. Otherwise, this market will resolve to ""No"".

The resolution source for this market will be the BLS Consumer Price Index reports released for each month of 2025 (https://www.bls.gov/bls/news-release/cpi.htm). Resolution of this market will take place upon release of the aforementioned data.

This market may not resolve to ""No"" until the December 2025 report is issued. Once the December 2025 report is issued, any revisions to previously released CPI figures will not be counted toward this market's resolution. If the CPI report for December 2025 is not issued by January 31, 2026, 11:59 PM ET, this market will resolve based on CPI figures which have already been made available by the BLS.

Note: the resolution source for this market will be the official monthly BLS CPI news release which reports inflation over 12 month periods to only one decimal point (e.g. 2.9%). Thus, this is the level of precision that will be used when resolving the market.",2025-12-31T00:00:00Z
0x64eb7f8db68317bb4d912a89b5a9da0b9e0c3c6614edd415d1e6a01ea50e7f06,Will Kanye name his token Hitler?,"This market will resolve according to the ticker of the first token Kanye West is confirmed to have launched between February 22, and March 31, 2025, 11:59 PM ET.

Only tokens which are confirmed to have been launched by Kanye West, either through posts from official social media channels, or otherwise confirmed by public statements will qualify. 

The token must be actively transferrable and/or tradable, announcements alone will not qualify. 

If Kanye does not launch a token by March 31, 2025, 11:59 PM ET this market will resolve to “No token before April”. 
",
0x0cc0fe6b5a5a9ab2a7381caf7054510d8cc8035e73d2050866a2b2f0959643b4,Will HNP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,"The 2025 election for half of the seats in Argentina's Chamber of Deputies is scheduled to be held on October 26, 2025.

This market will resolve to the political party that controls the most seats in Argentina's Chamber of Deputies as a result of the upcoming election.

If voting in the next Argentine election for the Chamber of Deputies does not occur by June 30, 2026, this market will resolve to ""Other"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.

This market's resolution will be based solely on the number of held won by the named party or coalition.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by Argentina's government (e.g. via https://www.electoral.gob.ar/nuevo/index.php).",2025-10-26T00:00:00Z
0x5936d29808af5914a5c8d6abae7565b3519d9d4b2ecf215a9aa7b8a6fe25f71b,Will inflation reach more than 8% in 2025?,"This market will resolve to “Yes” if the Consumer Price Index (CPI) increased by 8.1 percent or more over the 12 month period ending with any month in 2025 according to the monthly Bureau of Labor Statistics (BLS) reports. Otherwise, this market will resolve to ""No"".

The resolution source for this market will be the BLS Consumer Price Index reports released for each month of 2025 (https://www.bls.gov/bls/news-release/cpi.htm). Resolution of this market will take place upon release of the aforementioned data.

This market may not resolve to ""No"" until the December 2025 report is issued. Once the December 2025 report is issued, any revisions to previously released CPI figures will not be counted toward this market's resolution. If the CPI report for December 2025 is not issued by January 31, 2026, 11:59 PM ET, this market will resolve based on CPI figures which have already been made available by the BLS.

Note: the resolution source for this market will be the official monthly BLS CPI news release which reports inflation over 12 month periods to only one decimal point (e.g. 2.9%). Thus, this is the level of precision that will be used when resolving the market.",2025-12-31T00:00:00Z
