title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""MAGA"" 4 or more times during his inauguration speech?",0.4352942109107971,0.165,1,0,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""McDonald's"" during his inauguration speech?",0.4338112473487854,0.0455,-1,1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Trump positive favorability on February 1?,0.4336946606636047,0.34,1,1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Caitlyn Jenner attend presidential inauguration?,0.4319457411766052,0.745,1,1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Trump nominates Elon Musk to Cabinet?,0.4296529591083526,0.0165,-1,1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""AI"" or ""Artificial Intelligence"" during his inauguration speech?",0.4292545616626739,0.51,-1,-1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""Sleepy Joe"" during victory rally?",0.4284787178039551,0.5,-1,-1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Trump use a recess appointment for Matt Gaetz?,0.4283716678619385,0.011,-1,-1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""Los Angeles"" during his inauguration speech?",0.4270687699317932,0.275,1,1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""America"" 15 or more times during his inauguration speech?",0.4248161613941192,0.745,1,-1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""mandate"" 3+ times during his inauguration speech?",0.4222577214241028,0.27,1,-1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Tulsi Gabbard  be a member of the Trump administration?,0.418692409992218,0.968,1,-1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""drill baby drill"" during his inauguration speech?",0.4179018139839172,0.195,-1,0,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Trump positive favorability on March 1?,0.416032999753952,0.435,1,1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Ben Carson be Trump's HHS Secretary?,0.4140506684780121,0.0795,0,1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,"Will Trump say ""trans"" during his inauguration speech?",0.4118745326995849,0.144,1,-1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Doug Burgum be a member of the Trump administration?,0.4098557531833648,0.9835,1,1,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Elon be worth $500b by Trump inauguration?,0.4090729355812073,0.029,-1,-1,-1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Marco Rubio confirmed as Secretary of State?,0.4060389399528503,0.978,1,0,1
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Tom Cotton be Trump's Defense Secretary?,0.4022036790847778,0.0035,-1,0,1
Blinken interrupted by protesters over Gaza policy at final State Department press conference,https://www.youtube.com/watch?v=6pm9H1p3iXA,Doug Burgum confirmed as Secretary of the Interior?,0.4384905397891998,0.944,1,1,1
Blinken interrupted by protesters over Gaza policy at final State Department press conference,https://www.youtube.com/watch?v=6pm9H1p3iXA,Kristi Noem confirmed as Secretary of Homeland Security?,0.4157502055168152,0.934,1,1,1
TikTok will be banned without a savior. Here are the alternative apps users are flocking to,https://www.youtube.com/watch?v=CJJ3Bb6MQZM,Will Trump save TikTok in first 100 days?,0.552632749080658,0.655,1,1,1
TikTok will be banned without a savior. Here are the alternative apps users are flocking to,https://www.youtube.com/watch?v=CJJ3Bb6MQZM,Will Trump save TikTok in first week?,0.5302529335021973,0.53,1,1,1
Speaker Mike Johnson removes chair of House Intelligence Committee,https://www.youtube.com/watch?v=7-PFy3HjAIY,Scott Turner confirmed as HUD Secretary?,0.4445390105247497,0.75,1,1,1
See Bolton's response to Trump's 'blacklist' post that called him 'dumb as a rock',https://www.youtube.com/watch?v=TqoG6IHHl0g,Trump ends Gaza war in first 100 days?,0.5133990049362183,0.9785,-1,0,0
See Bolton's response to Trump's 'blacklist' post that called him 'dumb as a rock',https://www.youtube.com/watch?v=TqoG6IHHl0g,"Will Trump say ""Israel"" during victory rally?",0.4530081748962402,0.505,1,1,-1
See Biden's reaction when reporter asks him if Trump should get credit for Gaza ceasefire,https://www.youtube.com/watch?v=bOAlULVM3HQ,Trump ends Gaza war in first 100 days?,0.6044093370437622,0.915,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Lee be Trump's Attorney General?,0.5677884817123413,0.002,0,1,0
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Matthew Whitaker be Trump's Attorney General?,0.5660942196846008,0.0035,1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Todd Blanche be Trump's Attorney General?,0.5483437776565552,0.0065,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Robert Giuffra be Trump's Attorney General?,0.5444937348365784,0.0025,0,0,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Andrew Bailey be Trump's Attorney General?,0.5367421507835388,0.0035,1,0,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Pam Bondi be Trump's Attorney General?,0.5272355079650879,0.966,-1,1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Ken Paxton be Trump's Attorney General?,0.5221331119537354,0.003,-1,1,0
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Will Levi be Trump's Attorney General?,0.5026781558990479,0.0035,0,1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Jay Clayton be Trump's Attorney General?,0.500626266002655,0.0025,0,-1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Davis be Trump's Attorney General?,0.4925548732280731,0.004,-1,-1,0
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Pam Bondi confirmed as Attorney General?,0.4750503003597259,0.969,1,0,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Ken Paxton be Trump's FBI director?,0.4643617272377014,0.0195,-1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4589337408542633,0.4,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Andrew Bailey be Trump's FBI director?,0.4572406411170959,0.024,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4538277983665466,0.49,1,1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Rogers be Trump's FBI director?,0.4494181871414184,0.028,0,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4482921957969665,0.4,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,0.4480100870132446,0.385,-1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Joni Ernst be Trump's Defense Secretary?,0.4432135820388794,0.006,0,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Ron DeSantis be Trump's Defense Secretary?,0.432980865240097,0.022,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Christopher Miller be Trump's Defense Secretary?,0.4318985939025879,0.005,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Trump formally nominate RFK Jr. to the cabinet?,0.4269354343414306,0.9885,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Matt Gaetz be Trump's Attorney General?,0.4269270896911621,0.005,1,-1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Pompeo be Trump's Defense Secretary?,0.4252562522888183,0.004,-1,-1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4251961708068847,0.47,-1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Waltz be Trump's Defense Secretary?,0.4219350218772888,0.005,0,-1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Tom Cotton be Trump's Defense Secretary?,0.420071393251419,0.0075,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4191481471061706,0.61,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Trump nominates Elon Musk to Cabinet?,0.4185152649879455,0.0195,-1,-1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Five Trump Cabinet confirmations in January?,0.4166004359722137,0.145,-1,1,0
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Seven Trump Cabinet confirmations in January?,0.4152249693870544,0.135,1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Four Trump Cabinet confirmations in January?,0.4149869084358215,0.05,-1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Kash Patel be Trump's FBI director?,0.413308173418045,0.885,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Rudy Giuliani attend presidential inauguration?,0.411545068025589,0.685,-1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Rogers be Trump's Defense Secretary?,0.4110259115695953,0.005,0,1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,One Trump Cabinet confirmation in January?,0.4092203974723816,0.0155,0,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Eight Trump Cabinet confirmations in January?,0.4081348776817322,0.155,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,0.4060587286949157,0.495,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,0.404170274734497,0.35,-1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Mike Gallagher be Trump's Defense Secretary?,0.4030136168003082,0.0195,-1,-1,-1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will RFK be a member of the Trump administration?,0.4004974365234375,0.9755,1,1,1
Hear Bondi's answer when asked who won the 2020 presidential election,https://www.youtube.com/watch?v=WvBLhlbhxYE,Will Paul Mango be Trump's HHS Secretary?,0.4001519680023193,0.0015,1,1,1
"Israel and Hamas agree to Gaza ceasefire and hostage deal, source says",https://www.youtube.com/watch?v=0vcIXogcQ3c,Trump ends Gaza war in first 100 days?,0.529423177242279,0.915,1,1,1
Report: TikTok is preparing to shut down in the US,https://www.youtube.com/watch?v=lYb2EIxn7Ps,Will Trump save TikTok in first 100 days?,0.4675537645816803,0.55,1,1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Michelle Obama attend presidential inauguration?,0.7342776656150818,0.0185,1,1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Kamala Harris attend presidential inauguration?,0.6643167734146118,0.985,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Hillary Clinton attend presidential inauguration?,0.6291794776916504,0.977,1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Nancy Pelosi attend presidential inauguration?,0.6266010999679565,0.77,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Barack Obama attend presidential inauguration?,0.6018493175506592,0.991,1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Alexandria Ocasio-Cortez attend presidential inauguration?,0.6014292240142822,0.05,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Caitlyn Jenner attend presidential inauguration?,0.5705757141113281,0.69,1,-1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Joe Biden attend presidential inauguration?,0.5297655463218689,0.9915,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will every president attend Trump’s inauguration?,0.5165579915046692,0.972,-1,-1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Javier Milei attend presidential inauguration?,0.5143651366233826,0.964,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Stephen Baldwin attend presidential inauguration?,0.5132882595062256,0.58,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will George W. Bush attend presidential inauguration?,0.5128645896911621,0.993,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Bill Clinton attend presidential inauguration?,0.5122236609458923,0.9835,0,-1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,"Will Trump say ""Kamala"" during his inauguration speech?",0.5062807202339172,0.25,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Joe Rogan attend presidential inauguration?,0.5019522309303284,0.365,1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Rudy Giuliani attend presidential inauguration?,0.4907622933387756,0.685,-1,1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Xi Jinping attend presidential inauguration?,0.4747097194194793,0.0045,-1,1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Volodymyr Zelensky attend presidential inauguration?,0.4614326655864715,0.054,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Elon Musk attend presidential inauguration?,0.4515180587768554,0.991,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Benjamin Netanyahu attend presidential inauguration?,0.4495783150196075,0.1385,-1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Mark Zuckerberg attend presidential inauguration?,0.4494673907756805,0.984,1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Susie Wiles be Trump's Chief of Staff on Jan 31?,0.438407152891159,0.991,1,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Chris Christie attend presidential inauguration?,0.4292903542518616,0.0305,-1,1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Vladimir Putin attend presidential inauguration?,0.4286005795001983,0.0035,0,-1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will 29-32 people watch Trump inauguration?,0.420619785785675,0.275,0,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Pam Bondi be Trump's Attorney General?,0.4067360162734985,0.966,-1,1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will Jair Bolsonaro attend presidential inauguration?,0.4066082239151001,0.205,-1,1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will 35-38 people watch Trump inauguration?,0.4065471589565277,0.0515,1,1,1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will 38-41 people watch Trump inauguration?,0.4029898047447204,0.065,0,0,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will 26-29m people watch Trump inauguration?,0.401489794254303,0.25,0,-1,-1
Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,Will 32-35 people watch Trump inauguration?,0.4011165201663971,0.065,1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Trump save TikTok in first 100 days?,0.511651337146759,0.55,1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will RFK be a member of the Trump administration?,0.4917939901351928,0.9755,1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will RFK Jr. be Trump's HHS Secretary?,0.4618811905384063,0.793,-1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Mike Waltz be Trump's Defense Secretary?,0.4505975842475891,0.005,0,-1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Brian Blase be Trump's HHS Secretary?,0.4477807283401489,0.003,0,-1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Ken Paxton be Trump's FBI director?,0.4361507892608642,0.0195,-1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Eric Hargan be Trump's HHS Secretary?,0.4352971613407135,0.002,0,-1,-1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Doug Burgum be a member of the Trump administration?,0.4239817261695862,0.9805,1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Joni Ernst be Trump's Defense Secretary?,0.4225393831729889,0.006,0,-1,-1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Tom Cotton be Trump's Defense Secretary?,0.4163194298744201,0.0075,-1,-1,-1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Chris Wright confirmed as Secretary of Energy?,0.4109073877334595,0.9485,1,1,-1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Joe Grogan be Trump's HHS Secretary?,0.4074874520301819,0.0045,-1,-1,0
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Ken Paxton be Trump's Attorney General?,0.4040525257587433,0.003,-1,1,0
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,Will Ben Carson be Trump's HHS Secretary?,0.4027422666549682,0.0815,-1,1,1
Kevin O'Leary shares details of his Trump meeting & potential purchase of TikTok,https://www.youtube.com/watch?v=tnbWtMDmf0E,RFK Jr. confirmed as Health & Human Services Secretary?,0.401091992855072,0.795,1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Michelle Obama attend presidential inauguration?,0.7164586782455444,0.0185,1,1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Barack Obama attend presidential inauguration?,0.629669189453125,0.991,1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Hillary Clinton attend presidential inauguration?,0.6051346063613892,0.977,1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Nancy Pelosi attend presidential inauguration?,0.5735024213790894,0.77,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will every president attend Trump’s inauguration?,0.5676984786987305,0.972,-1,-1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will George W. Bush attend presidential inauguration?,0.5607432126998901,0.993,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Joe Biden attend presidential inauguration?,0.5591987371444702,0.9915,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Alexandria Ocasio-Cortez attend presidential inauguration?,0.5350264310836792,0.05,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Bill Clinton attend presidential inauguration?,0.5305458903312683,0.9835,0,-1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Joe Rogan attend presidential inauguration?,0.5203953981399536,0.365,1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Kamala Harris attend presidential inauguration?,0.5184556245803833,0.985,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Javier Milei attend presidential inauguration?,0.5142308473587036,0.964,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Caitlyn Jenner attend presidential inauguration?,0.5105569362640381,0.69,1,-1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Stephen Baldwin attend presidential inauguration?,0.4996513426303863,0.58,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Xi Jinping attend presidential inauguration?,0.498711496591568,0.0045,-1,1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Rudy Giuliani attend presidential inauguration?,0.482770025730133,0.685,-1,1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Volodymyr Zelensky attend presidential inauguration?,0.4802254438400268,0.054,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Elon Musk attend presidential inauguration?,0.4782960116863251,0.991,-1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Vladimir Putin attend presidential inauguration?,0.4756484627723694,0.0035,0,-1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Mark Zuckerberg attend presidential inauguration?,0.4479876756668091,0.984,1,-1,-1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Trump go on SNL before inauguration?,0.4337108731269836,0.0035,1,1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Chris Christie attend presidential inauguration?,0.433048665523529,0.0305,-1,1,1
Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,Will Benjamin Netanyahu attend presidential inauguration?,0.4246402382850647,0.1385,-1,-1,-1
